key,code,brand,model,type,seats,doors,accelleration,image,tag
39291,39291,Baojun,RS-3,"SUV, Crossover",5,5,https://www.auto-data.net//images/f37/Baojun-RS-3_1.jpg,742
11913,11913,Saab,9-3,Sedan,5,4,10.7 sec,https://www.auto-data.net//images/f47/Saab-9-3-Sedan-II-E_1.jpg,743
45247,45247,Audi,Q5,SUV,5,5,6.1 sec,https://www.auto-data.net//images/f111/Audi-Q5-Sportback_1.jpg,744
11073,11073,Mazda,5,Minivan,7,5,10.8 sec,https://www.auto-data.net//images/f117/Mazda-5-I_1.jpg,749
14555,14555,Chevrolet,Venture,Minivan,7,4,https://www.auto-data.net//images/f87/Chevrolet-Venture-U_1.jpg,750
7868,7868,Ford,Explorer,SUV,5,3,https://www.auto-data.net//images/f67/Ford-Explorer-II_1.jpg,756
3460,3460,Toyota,Aurion,Sedan,5,4,https://www.auto-data.net//images/f45/Toyota-Aurion.jpg,758
50508,50508,Voyah,Dreamer,MPV,4-7,5,https://www.auto-data.net//images/f86/Voyah-Dreamer_1.jpg,759
52391,52391,Ford,Tourneo Custom,Van,8-9,4-5,https://www.auto-data.net//images/f83/Ford-Tourneo-Custom-II-L1_1.jpg,766
51052,51052,Cadillac,CT4,Sedan,5,4,https://www.auto-data.net//images/f128/Cadillac-CT4.jpg,767
16155,16155,Subaru,Vivio,Hatchback,5,3-5,https://www.auto-data.net//images/f115/Subaru-Vivio_1.jpg,769
33467,33467,Chevrolet,Tahoe,SUV,9,5,https://www.auto-data.net//images/f67/Chevrolet-Tahoe-GMT900_1.jpg,771
52631,52631,Nissan,Kicks,"SUV, Crossover",5,5,https://www.auto-data.net//images/f107/Nissan-Kicks-P16-USA_3.jpg,775
15061,15061,Citroen,AX,Hatchback,5,3,8.8 sec,https://www.auto-data.net//images/f79/Citroen-AX.jpg,777
2186,2186,Opel,Rekord,Station wagon,5,3-5,13 sec,https://www.auto-data.net//images/f5/file563946.jpg,785
15813,15813,Mitsubishi,Sapporo,Coupe,5,2,https://www.auto-data.net//images/f64/Mitsubishi-Sapporo-I-A12.jpg,796
50055,50055,Mercedes-Benz,GLB,SUV,5-7,5,7.8 sec,https://www.auto-data.net//images/f99/Mercedes-Benz-GLB-X247-facelift-2023_1.jpg,799
43581,43581,Rimac,Nevera,Coupe,2,2,1.97 sec,https://www.auto-data.net//images/f58/Rimac-Nevera_1.jpg,801
22771,22771,Lamborghini,Huracan,Coupe,2,2,https://www.auto-data.net//images/f14/file4948745.jpg,807
51523,51523,Citroen,C3 Aircross,"SUV, Crossover",7,5,https://www.auto-data.net//images/f51/Citroen-C3-Aircross-II-Phase-I-CC24_1.jpg,810
22950,22950,Land Rover,Freelander,SUV,5,5,11.7 sec,https://www.auto-data.net//images/f6/file9243865.jpg,813
43763,43763,Skoda,Kodiaq,SUV,5,5,https://www.auto-data.net//images/f86/Skoda-Kodiaq-facelift-2021_1.jpg,814
1970,1970,Opel,Omega,Station wagon,5,5,9.5 sec,https://www.auto-data.net//images/f2/file3550501.jpg,816
42925,42925,Mercedes-Benz,W123,Station wagon,5,5,10.2 sec,https://www.auto-data.net//images/f110/Mercedes-Benz-T-mod.S123_1.jpg,818
51415,51415,Toyota,RAV4,SUV,5,5,https://www.auto-data.net//images/f66/Toyota-RAV4-V-facelift-2021_1.jpg,819
15792,15792,Mitsubishi,Town BOX,Minivan,4,5,https://www.auto-data.net//images/f102/Mitsubishi-Town-Box.jpg,827
40853,40853,Volvo,V90,Station wagon,5,5,8.5 sec,https://www.auto-data.net//images/f41/Volvo-V90-Combi-facelift-2020_1.jpg,829
51501,51501,Lynk & Co,03,Sedan,5,4,4.89 sec,https://www.auto-data.net//images/f88/Lynk-Co-03-facelift-2022_1.jpg,831
332,332,Nissan,Cherry,Hatchback,https://www.auto-data.net//images/f90/Nissan-Cherry-Hatchback-N10.jpg,834
49577,49577,Nissan,X-Trail,SUV,5,5,11.1 sec,https://www.auto-data.net//images/f22/file563864.jpg,835
46999,46999,Nissan,Sentra,Sedan,5,4,https://www.auto-data.net//images/f35/Nissan-Sentra-VII-B17_1.jpg,845
15801,15801,Mitsubishi,Minica,Hatchback,5,3/5,https://www.auto-data.net//images/f0/big8010.jpg,848
48897,48897,Honda,N-One,Hatchback,4,5,https://www.auto-data.net//images/f93/Honda-N-One-II_1.jpg,851
14855,14855,Smart,Crossblade,Cabriolet,2,2,16.8 sec,https://www.auto-data.net//images/f42/Smart-Crossblade_1.jpg,852
228,228,Jaguar,XJS,Coupe,https://www.auto-data.net//images/f71/Jaguar-XJS-Coupe_1.jpg,858
24348,24348,Volvo,V40,Station wagon,5,5,9.3 sec,https://www.auto-data.net//images/f67/Volvo-V40-Combi-VW_1.jpg,862
4036,4036,Toyota,Carina,Station wagon,5,5,https://www.auto-data.net//images/f36/Toyota-Carina-Wagon-TA4K.jpg,863
6559,6559,Ferrari,550,Cabriolet,2,2,4.4 sec,https://www.auto-data.net//images/f77/Ferrari-550-Barchetta-Pininfarina_1.jpg,864
47315,47315,Polestar,2,Fastback,5,5,https://www.auto-data.net//images/f34/Polestar-2-facelift-2023_1.jpg,866
48906,48906,Chery,Arrizo GX,Sedan,5,4,https://www.auto-data.net//images/f48/Chery-Arrizo-GX_1.jpg,867
4920,4920,Lancia,Lybra,Sedan,5,4,11.3 sec,https://www.auto-data.net//images/f126/Lancia-Lybra-839_1.jpg,869
3444,3444,Toyota,Aristo,Sedan,5,4,https://www.auto-data.net//images/f48/Toyota-Aristo-S14.jpg,870
2619,2619,Alpine,A610,Coupe,4,2,5.7 sec,https://www.auto-data.net//images/f31/Alpine-A610.jpg,876
38577,38577,Ford,S-MAX,MPV,7,5,10.8 sec,https://www.auto-data.net//images/f22/file7853152.jpg,879
28616,28616,Toyota,Innova,MPV,6,5,https://www.auto-data.net//images/f71/Toyota-Innova_1.jpg,882
35068,35068,Mercedes-Benz,AMG GT,Roadster,2,2,3.8 sec,https://www.auto-data.net//images/f25/file5708615.jpg,887
26399,26399,Suzuki,SX4 S-Cross,Crossover,5,5,11 sec,https://www.auto-data.net//images/f96/Suzuki-SX4-II-S-Cross-Facelift-2016_1.jpg,890
46118,46118,Toyota,Fortuner,SUV,7,5,https://www.auto-data.net//images/f82/Toyota-Fortuner-II-facelift-2020_1.jpg,894
3678,3678,Toyota,Land Cruiser Prado,SUV,7,5,https://www.auto-data.net//images/f67/Toyota-Land-Cruiser-Prado-J150_1.jpg,898
24401,24401,Lexus,LX,SUV,5,5,8.6 sec,https://www.auto-data.net//images/f26/file2064889.jpg,908
1364,1364,Alfa Romeo,155,Sedan,5,4,10.3 sec,https://www.auto-data.net//images/f103/Alfa-Romeo-155-167_1.jpg,909
14645,14645,Chevrolet,Suburban,SUV,5,https://www.auto-data.net//images/f88/Chevrolet-Suburban-C-K_1.jpg,911
46945,46945,Jeep,Liberty,SUV,5,5,https://www.auto-data.net//images/f92/Jeep-Liberty-I-facelift-2005_1.jpg,918
6693,6693,Porsche,Cayman,Coupe,2,2,5.4 sec,https://www.auto-data.net//images/f36/Porsche-Cayman-987c_1.jpg,919
46819,46819,Audi,Q8 e-tron,SUV,5,5,5.6 sec,https://www.auto-data.net//images/f118/Audi-Q8-e-tron_3.jpg,921
45167,45167,Infiniti,M,Sedan,5,4,https://www.auto-data.net//images/f66/Infiniti-M-IV-Y51_1.jpg,925
11475,11475,Mazda,Demio,Hatchback,5,5,13 sec,https://www.auto-data.net//images/f67/Mazda-Demio-DW_1.jpg,940
37111,37111,Renault,Vel Satis,Hatchback,5,5,10.3 sec,https://www.auto-data.net//images/f49/Renault-Vel-Satis_1.jpg,945
28899,28899,Volvo,850,Sedan,5,4,11.1 sec,https://www.auto-data.net//images/f114/Volvo-850-LS_1.jpg,949
14466,14466,Chevrolet,Corsa,Hatchback,5,3/5,9.9 sec,https://www.auto-data.net//images/f39/Chevrolet-Corsa-Hatch-GM-4200.jpg,950
41025,41025,Ferrari,599,Coupe,2,2,3.7 sec,https://www.auto-data.net//images/f95/Ferrari-599-GTB-Fiorano_1.jpg,951
17527,17527,Peugeot,208,Hatchback,5,3-5,10.5 sec,https://www.auto-data.net//images/f3/file943941.jpg,952
36168,36168,Alfa Romeo,Stelvio,SUV,5,5,7.6 sec,https://www.auto-data.net//images/f28/alfa-romeo-stelvio_1.jpg,954
15212,15212,Citroen,ZX,Hatchback,5,5,11.8 sec,https://www.auto-data.net//images/f55/Citroen-ZX-N2_1.jpg,955
8345,8345,Volkswagen,Derby,Sedan,5,2,https://www.auto-data.net//images/f98/Volkswagen-Derby-86_1.jpg,956
17784,17784,BMW,X1,SUV,5,5,7.8 sec,https://www.auto-data.net//images/f57/BMW-X1-E84-Facelift-2012_1.jpg,964
5759,5759,Triumph,Dolomite,Sedan,https://www.auto-data.net//images/f74/Triumph-Dolomite.jpg,966
16151,16151,Subaru,Outback,Station wagon,5,5,https://www.auto-data.net//images/f126/Subaru-Outback-I.jpg,968
39880,39880,DeSoto,Fireflite,Coupe,6,2,https://www.auto-data.net//images/f84/DeSoto-Two-Door-HardTop_1.jpg,970
50772,50772,SsangYong,Rexton,SUV,5-7,5,https://www.auto-data.net//images/f121/SsangYong-Rexton-I-facelift-2012_1.jpg,972
23320,23320,Volkswagen,Passat CC,Coupe,4,4,8.1 sec,https://www.auto-data.net//images/f24/file2775520.jpg,978
2074,2074,Opel,Ascona,Station wagon,5,3,21 sec,https://www.auto-data.net//images/f2/big1042.jpg,982
31721,31721,Mazda,6,Hatchback,5,5,10.6 sec,https://www.auto-data.net//images/f1/mazda-6-i-hatchback-gg.jpg,984
11406,11406,Mazda,Clef,Sedan,5,4,https://www.auto-data.net//images/f1/big5221.jpg,986
2023,2023,Opel,Tigra,Coupe,4,2,11 sec,https://www.auto-data.net//images/f105/Opel-Tigra-A_1.jpg,988
16498,16498,Suzuki,Wagon R+,Minivan,5,5,13.3 sec,https://www.auto-data.net//images/f4/big8384.jpg,989
46810,46810,Aixam,eAIXAM,Coupe,2,2,https://www.auto-data.net//images/f86/Aixam-eAIXAM-COUPE_1.jpg,990
13899,13899,Hyundai,Elantra,Sedan,5,4,10.5 sec,https://www.auto-data.net//images/f71/Hyundai-Elantra-IV_1.jpg,992
5814,5814,TVR,S,Cabriolet,https://www.auto-data.net//images/f46/TVR-S.jpg,993
24991,24991,Nissan,AD,Station wagon,5,5,https://www.auto-data.net//images/f56/Nissan-AD-Y11.jpg,994
931,931,Nissan,Pathfinder,SUV,5,5,10.3 sec,https://www.auto-data.net//images/f68/Nissan-Pathfinder-II_1.jpg,996
52686,52686,Citroen,SpaceTourer,Minivan,8-9,5,https://www.auto-data.net//images/f74/Citroen-SpaceTourer-XL-facelift-2024_1.jpg,997
10219,10219,GMC,Yukon,SUV,5-9,5,https://www.auto-data.net//images/f84/GMC-Yukon-XL-II-GMT800_1.jpg,998
8311,8311,Lotus,Elan,Cabriolet,2,2,7.2 sec,https://www.auto-data.net//images/f45/Lotus-Elan-II-M100_1.jpg,1001
33869,33869,Hyundai,Nexo,SUV,5,5,9.2 sec,https://www.auto-data.net//images/f19/hyundai-nexo.jpg,1003
46826,46826,Alpine,A110,Coupe,2,2,4.5 sec,https://www.auto-data.net//images/f37/Alpine-A110-E-ternite-Prototype_1.jpg,1004
25510,25510,Audi,Q2,SUV,5,5,8.5 sec,https://www.auto-data.net//images/f9/file5973705.jpg,1005
14968,14968,Citroen,Xantia,Hatchback,5,5,https://www.auto-data.net//images/f126/Citroen-Xantia-X1_3.jpg,1007
47723,47723,BMW,X6 M,SAC,5,5,3.9 sec,https://www.auto-data.net//images/f123/BMW-X6-M-F96-LCI-facelift-2023_1.jpg,1010
32656,32656,Felino,cB7,Coupe,2,2,https://www.auto-data.net//images/f48/Felino-cB7_1.jpg,1015
15624,15624,Mitsubishi,Eclipse,"Coupe, Liftback",4,2,https://www.auto-data.net//images/f74/Mitsubishi-Eclipse-II-2G_1.jpg,1018
30070,30070,Cadillac,XTS,Sedan,5,4,https://www.auto-data.net//images/f110/Cadillac-XTS.jpg,1021
24047,24047,Daewoo,G2X,Cabriolet,2,2,7.2 sec,https://www.auto-data.net//images/f1/big8261.jpg,1024
28689,28689,Plymouth,Neon,Sedan,5,4,https://www.auto-data.net//images/f34/Plymouth-Neon_1.jpg,1025
31871,31871,Ford,GT,Coupe,2,2,https://www.auto-data.net//images/f2/ford-gt-ii.jpg,1027
5075,5075,Lancia,Kappa,Sedan,5,4,9.2 sec,https://www.auto-data.net//images/f40/Lancia-Kappa-838_1.jpg,1029
1642,1642,Alpina,B8,Sedan,5,4,5.8 sec,https://www.auto-data.net//images/f67/Alpina-B8-E36.jpg,1030
39828,39828,DeSoto,Firesweep,Coupe,6,2,https://www.auto-data.net//images/f117/DeSoto-2-Door-Sportsman-I-facelift-1958_1.jpg,1031
51922,51922,BMW,i4,Coupe,5,5,5.7 sec,https://www.auto-data.net//images/f85/BMW-i4-G26-LCI-facelift-2024_1.jpg,1033
29718,29718,Hummer,H1,Off-road vehicle,4,4,14.1 sec,https://www.auto-data.net//images/f47/Hummer-H1-I_1.jpg,1034
30210,30210,Cadillac,CTS,Station wagon,5,5,https://www.auto-data.net//images/f126/Cadillac-CTS-II-Sport-Wagon_1.jpg,1037
36221,36221,Toyota,Proace,Minivan,8-9,5,https://www.auto-data.net//images/f66/Toyota-Proace-Verso-II-LWB_1.jpg,1039
6521,6521,Ferrari,Berlinetta Boxer,Coupe,2,2,https://www.auto-data.net//images/f37/Ferrari-512-BB_1.jpg,1040
48175,48175,Togg,T10X,"SUV, Crossover",5,5,7.4 sec,https://www.auto-data.net//images/f64/Togg-T10X_1.jpg,1042
45700,45700,VinFast,VF 9,"SUV, Crossover",7,5,https://www.auto-data.net//images/f99/VinFast-VF9_1.jpg,1048
4255,4255,Audi,R8,Coupe,2,2,3.9 sec,https://www.auto-data.net//images/f114/Audi-R8-Coupe_1.jpg,1049
1664,1664,Alpina,B6,Coupe,https://www.auto-data.net//images/f56/Alpina-B6-E30_1.jpg,1057
562,562,Nissan,President,Sedan,5,4,https://www.auto-data.net//images/f48/Nissan-President-HG50_1.jpg,1065
5518,5518,Peugeot,505,Station wagon,https://www.auto-data.net//images/f104/Peugeot-505-Break-551D.jpg,1077
18349,18349,Ferrari,458,Coupe - Cabriolet,2,2,3.4 sec,https://www.auto-data.net//images/f118/Ferrari-458-Spider_1.jpg,1078
30675,30675,Kia,Sedona,Minivan,7-8,5,9.1 sec,https://www.auto-data.net//images/f3/kia-sedona-ii-lwb.jpg,1079
18675,18675,Alfa Romeo,4C,Coupe,2,2,4.5 sec,https://www.auto-data.net//images/f104/Alfa-Romeo-4C_1.jpg,1080
36950,36950,Hyundai,Palisade,"SUV, Crossover",7-8,5,10.2 sec,https://www.auto-data.net//images/f30/Hyundai-Palisade.jpg,1083
47989,47989,Chevrolet,Silverado 3500 HD,Pick-up,5,4,https://www.auto-data.net//images/f46/Chevrolet-Silverado-3500-HD-III-K2XX-Crew-Cab-Long-Box_1.jpg,1087
7238,7238,Fiat,UNO,Hatchback,5,3-5,15.9 sec,https://www.auto-data.net//images/f67/Fiat-UNO-146A_1.jpg,1088
47914,47914,Chevrolet,Silverado 2500 HD,Pick-up,2,2,https://www.auto-data.net//images/f102/Chevrolet-Silverado-2500-HD-III-K2XX-Regular-Cab-Long-Bed_1.jpg,1089
11397,11397,Mazda,929,Sedan,https://www.auto-data.net//images/f118/Mazda-929-II-HB_1.jpg,1091
24157,24157,Alpina,B5,Sedan,5,4,4.2 sec,https://www.auto-data.net//images/f25/file7684790.jpg,1095
15876,15876,SeAZ,1111,Hatchback,4,3,18 sec,https://www.auto-data.net//images/f9/big8039.jpg,1096
7147,7147,Fiat,Ritmo,Coupe,https://www.auto-data.net//images/f89/Fiat-Ritmo-I-138A-facelift-1982.jpg,1103
35315,35315,Volkswagen,T-Cross,SUV,5,5,11.5 sec,https://www.auto-data.net//images/f10/Volkswagen-T-Cross.jpg,1104
51712,51712,Citroen,C5 Aircross,SUV,5,5,8.9 sec,https://www.auto-data.net//images/f32/Citroen-C5-Aircross-facelift-2022_1.jpg,1105
48231,48231,Ford,Edge,SUV,7,5,https://www.auto-data.net//images/f57/Ford-Edge-L-III_1.jpg,1107
24878,24878,Chrysler,PT Cruiser,Cabriolet,4,2,12.8 sec,https://www.auto-data.net//images/f126/Chrysler-PT-Cruiser-Cabrio_1.jpg,1108
24058,24058,Subaru,Legacy,Station wagon,5,5,https://www.auto-data.net//images/f20/Subaru-Legacy-I-Station-Wagon-BJF.jpg,1109
31654,31654,Kia,Stonic,Crossover,5,5,13.2 sec,https://www.auto-data.net//images/f14/kia-stonic_1.jpg,1110
1740,1740,Opel,Campo,Pick-up,4,2,23.4 sec,https://www.auto-data.net//images/f9/big949.jpg,1113
5601,5601,Peugeot,405,Station wagon,https://www.auto-data.net//images/f60/Peugeot-405-I-Break-15E.jpg,1115
37535,37535,Hyundai,Kona,SUV,5,5,11.2-11.6 sec,https://www.auto-data.net//images/f1/hyundai-kona.jpg,1116
36495,36495,SsangYong,Musso,Pick-up,5,4,https://www.auto-data.net//images/f69/SsangYong-Musso-II_1.jpg,1117
7745,7745,Ford,Sport Trac,Pick-up,https://www.auto-data.net//images/f44/Ford-Sport-Trac-I_1.jpg,1122
46464,46464,Fiat,Doblo,Minivan,7,5,13.9 sec,https://www.auto-data.net//images/f34/Fiat-Doblo-II-facelift-2015_1.jpg,1127
18007,18007,Dacia,Lodgy,MPV,7,5,12.4 sec,https://www.auto-data.net//images/f77/Dacia-Lodgy_1.jpg,1128
34042,34042,Ford,Everest,SUV,5-7,5,https://www.auto-data.net//images/f53/Ford-Everest-II-U375-UA-facelift-2018_1.jpg,1129
37715,37715,Cadillac,CT5,Sedan,5,4,https://www.auto-data.net//images/f42/Cadillac-CT5.jpg,1133
51241,51241,Holden,Commodore,Sedan,5,4,https://www.auto-data.net//images/f103/Holden-Commodore-Sedan-IV-VF_1.jpg,1134
1261,1261,Alfa Romeo,8C Competizione,Coupe,2,2,4 sec,https://www.auto-data.net//images/f44/Alfa-Romeo-8C-Competizione_1.jpg,1138
24378,24378,Morgan,Aero 8,Cabriolet,2,2,4.5 sec,https://www.auto-data.net//images/f128/Morgan-Aero-8-facelift-2015_1.jpg,1139
48821,48821,Volvo,EX30,"SUV, Crossover",5,5,5.3 sec,https://www.auto-data.net//images/f120/Volvo-EX30_1.jpg,1140
43814,43814,Mercedes-Benz,W111,Cabriolet,5,2,11.8 sec,https://www.auto-data.net//images/f93/Mercedes-Benz-W111_1.jpg,1144
37467,37467,SsangYong,Chairman,Sedan,5,4,https://www.auto-data.net//images/f107/SsangYong-Chairman-W-facelift-2011.jpg,1146
127,127,Daihatsu,Charade,Hatchback,5,3/5,11 sec,https://www.auto-data.net//images/f122/Daihatsu-Charade-IV-Com-G200_1.jpg,1148
14697,14697,Chrysler,300,Station wagon,5,5,5 sec,https://www.auto-data.net//images/f119/Chrysler-300-Touring_1.jpg,1154
12380,12380,Honda,CRX,Liftback,https://www.auto-data.net//images/f52/Honda-CRX-I-AF-AS_1.jpg,1156
32042,32042,Vauxhall,Crossland,SUV,5,5,https://www.auto-data.net//images/f9/vauxhall-crossland-x.jpg,1157
5739,5739,Triumph,Toledo,Sedan,https://www.auto-data.net//images/f110/Triumph-Toledo.jpg,1158
7546,7546,Ford,Maverick,SUV,5,5,10.7 sec,https://www.auto-data.net//images/f100/Ford-Maverick-II_1.jpg,1160
18342,18342,Dacia,Dokker,MPV,5,5,15.9 sec,https://www.auto-data.net//images/f59/Dacia-Dokker_1.jpg,1161
47254,47254,Ford,Falcon,Sedan,5,4,https://www.auto-data.net//images/f69/Ford-Falcon-FG_1.jpg,1162
43642,43642,Mercedes-Benz,M-class,SUV,5,5,8.4 sec,https://www.auto-data.net//images/f67/Mercedes-Benz-ML-W164_1.jpg,1167
21248,21248,BMW,Z3,Coupe,2,3,6.3 sec,https://www.auto-data.net//images/f32/BMW-Z3-Coupe-E36-8_1.jpg,1168
1462,1462,Alfa Romeo,Spider,Cabriolet,2,2,https://www.auto-data.net//images/f74/Alfa-Romeo-Spider-105_1.jpg,1171
10910,10910,Maserati,GranTurismo,Coupe,4,2,5.2 sec,https://www.auto-data.net//images/f0/big4920.jpg,1172
49053,49053,Toyota,Avalon,Sedan,5,4,https://www.auto-data.net//images/f30/toyota-avalon-v-xx50.jpg,1178
2530,2530,Opel,Senator,Sedan,5,4,9 sec,https://www.auto-data.net//images/f114/Opel-Senator-B_1.jpg,1179
7102,7102,Fiat,131,Coupe,https://www.auto-data.net//images/f3/big3233.jpg,1186
11257,11257,Mazda,MX-5,Roadster,2,2,9.7 sec,https://www.auto-data.net//images/f94/Mazda-MX-5-II-NB_1.jpg,1192
11241,11241,Mazda,MX-3,Coupe,4,2,8.5 sec,https://www.auto-data.net//images/f34/Mazda-MX-3-EC_1.jpg,1196
6097,6097,Vauxhall,Victor,Station wagon,5,5,https://www.auto-data.net//images/f73/Vauxhall-Victor-FE-Estate.jpg,1198
50931,50931,Honda,Brio,Hatchback,5,5,https://www.auto-data.net//images/f105/Honda-Brio-II-facelift-2023_1.jpg,1200
14354,14354,Chevrolet,Nubira,Sedan,5,4,11.6 sec,https://www.auto-data.net//images/f4/big7074.jpg,1205
12476,12476,Caterham,21,Roadster,2,2,6.4 sec,https://www.auto-data.net//images/f34/Caterham-21_1.jpg,1211
38328,38328,Seat,Tarraco,SUV,7,5,9.4 sec,https://www.auto-data.net//images/f24/Seat-Tarraco.jpg,1213
51075,51075,Exeed,LX,SUV,5,5,8.8 sec,https://www.auto-data.net//images/f105/Exeed-LX_1.jpg,1218
33107,33107,Volkswagen,Fox,"Station wagon , MPV",5,5,11.9 sec,https://www.auto-data.net//images/f12/volkswagen-spacefox-facelift-2014.jpg,1226
47323,47323,DR,2,Hatchback,5,5,12 sec,https://www.auto-data.net//images/f91/DR-2_1.jpg,1228
41564,41564,Jaguar,E-Pace,SUV,5,5,7.5 sec,https://www.auto-data.net//images/f88/Jaguar-E-Pace-facelift-2020_1.jpg,1230
40865,40865,Volvo,S90,Sedan,5,4,5.1 sec,https://www.auto-data.net//images/f97/Volvo-S90-facelift-2020_5.jpg,1235
17154,17154,Honda,CR-V,SUV,5,5,10.6 sec,https://www.auto-data.net//images/f22/file8395455.jpg,1237
44836,44836,Mercedes-Benz,Ponton,Sedan,5,5,21 sec,https://www.auto-data.net//images/f34/Mercedes-Benz-W120-Sedan_1.jpg,1240
22735,22735,Peugeot,2008,"SUV, Crossover",5,5,10.3 sec,https://www.auto-data.net//images/f27/file1895898.jpg,1248
3209,3209,Toyota,Highlander,SUV,5,5,7.8 sec,https://www.auto-data.net//images/f38/Toyota-Highlander-I_1.jpg,1255
22338,22338,Lada,Kalina,Station wagon,5,5,13.1 sec,https://www.auto-data.net//images/f26/file209874.jpg,1257
45592,45592,Alpina,B4,Coupe,4,4,3.7 sec,https://www.auto-data.net//images/f48/Alpina-B4-Gran-Coupe-G26_1.jpg,1266
18992,18992,Infiniti,QX70,SUV,5,5,6.8 sec,https://www.auto-data.net//images/f65/Infiniti-QX70_1.jpg,1271
28815,28815,Mercury,Cougar,Coupe,4,3,https://www.auto-data.net//images/f90/Mercury-Cougar-VIII_1.jpg,1276
31044,31044,Dodge,Caravan,Minivan,7,5,https://www.auto-data.net//images/f1/dodge-caravan-iii-lwb.jpg,1278
45570,45570,Opel,GT,Coupe,2,2,https://www.auto-data.net//images/f40/Opel-GT-I_1.jpg,1279
574,574,Nissan,Elgrand,Minivan,8,5,https://www.auto-data.net//images/f31/Nissan-Elgrand-E50.jpg,1284
30717,30717,Acura,Integra,Hatchback,5,5,https://www.auto-data.net//images/f47/Acura-Integra-I_1.jpg,1287
12135,12135,Honda,Element,SUV,4,5,9.5 sec,https://www.auto-data.net//images/f79/Honda-Element-I_1.jpg,1288
27413,27413,Citroen,C2,Hatchback,4,3,12.6 sec,https://www.auto-data.net//images/f117/Citroen-C2-Phase-II-2008_1.jpg,1291
34459,34459,Honda,BR-V,SUV,7,5,https://www.auto-data.net//images/f24/Honda-BR-V_1.jpg,1293
44139,44139,Toyota,Prius,Liftback,5,5,11.1 sec,https://www.auto-data.net//images/f84/Toyota-Prius-Plug-in-Hybrid-XW50_1.jpg,1296
6390,6390,Vauxhall,Carlton Mk,Station wagon,5,5,https://www.auto-data.net//images/f51/Vauxhall-Carlton-Mk-III-Estate.jpg,1303
50758,50758,Audi,A7,Liftback,5,5,5.6 sec,https://www.auto-data.net//images/f99/Audi-A7-Sportback-C8_1.jpg,1304
45881,45881,Peugeot,607,Sedan,5,4,12.6 sec,https://www.auto-data.net//images/f114/Peugeot-607-Phase-II-2004_1.jpg,1311
51477,51477,Lynk & Co,05,"Coupe, SUV",5,5,6.5 sec,https://www.auto-data.net//images/f130/Lynk-Co-05_1.jpg,1312
18683,18683,Mercedes-Benz,CLA,Coupe,5,4,11.6 sec,https://www.auto-data.net//images/f121/Mercedes-Benz-CLA-Coupe-C117_1.jpg,1319
356,356,Nissan,Pick UP,Pick-up,https://www.auto-data.net//images/f62/Nissan-Pick-UP-720.jpg,1325
37751,37751,Suzuki,Ertiga,MPV,7,5,https://www.auto-data.net//images/f58/Suzuki-Ertiga-I-facelift-2015.jpg,1327
5726,5726,Triumph,2500,Sedan,5,4,https://www.auto-data.net//images/f79/Triumph-2500.jpg,1334
37604,37604,Hyundai,i10,Hatchback,5,5,14.6 sec,https://www.auto-data.net//images/f58/Hyundai-i10-III_1.jpg,1337
28884,28884,Dodge,Dakota,Pick-up,6,4,https://www.auto-data.net//images/f6/big1376.jpg,1338
29130,29130,Mitsubishi,Legnum,Station wagon,5,5,https://www.auto-data.net//images/f37/Mitsubishi-Legnum-EAO_1.jpg,1343
44618,44618,Volkswagen,Sharan,"Minivan, MPV",7,5,14.7 sec,https://www.auto-data.net//images/f41/Volkswagen-Sharan-I-facelift-2004_3.jpg,1345
34271,34271,Toyota,Levin,Sedan,4-5,4,https://www.auto-data.net//images/f3/Toyota-Levin-facelift-2017.jpg,1346
33480,33480,Chevrolet,Sonic,Sedan,5,4,https://www.auto-data.net//images/f7/chevrolet-sonic-i-sedan-facelift-2016.jpg,1347
113,113,Daihatsu,YRV,Minivan,5,5,https://www.auto-data.net//images/f92/Daihatsu-YRV_1.jpg,1350
13590,13590,Seat,Exeo,Sedan,5,4,9.2 sec,https://www.auto-data.net//images/f87/Seat-Exeo_1.jpg,1353
45945,45945,Mitsubishi,Xpander,MPV,7,5,https://www.auto-data.net//images/f63/Mitsubishi-Xpander-facelift-2021_1.jpg,1359
19765,19765,Chevrolet,Cruze,Station wagon,5,5,9.5 sec,https://www.auto-data.net//images/f91/Chevrolet-Cruze-Combi-facelift-2013_1.jpg,1364
34981,34981,Toyota,Harrier,"SUV, Crossover",5,5,https://www.auto-data.net//images/f16/Toyota-Harrier-II-XU30.jpg,1367
24225,24225,Alpina,D4,Cabriolet,4,2,5 sec,https://www.auto-data.net//images/f10/file7140606.jpg,1371
2974,2974,Dodge,RAM,Pick-up,6,4,https://www.auto-data.net//images/f46/Dodge-Ram-1500-III-DR-DH_1.jpg,1375
6823,6823,Fiat,Siena,Sedan,5,4,11.5 sec,https://www.auto-data.net//images/f126/Fiat-Siena-178_1.jpg,1381
18163,18163,Fiat,Qubo,"Minivan, MPV",5,5,15.2 sec,https://www.auto-data.net//images/f56/Fiat-Qubo_1.jpg,1383
51203,51203,Kia,Carnival,1.6 T-GDI Smartstream (245 Hp) Hybrid Automatic 9 Seats,Minivan,5,https://www.auto-data.net//images/f69/Kia-Carnival-IV-facelift-2023_1.jpg,1386
44816,44816,Citroen,Saxo,Hatchback,5,5,18.3 sec,https://www.auto-data.net//images/f68/Citroen-Saxo-S0-S1_1.jpg,1387
