key,code,brand,model,type,seats,doors,accelleration,image,tag
15587,15587,Mitsubishi,Proudia/dignity,Sedan,5,4,https://www.auto-data.net//images/f52/Mitsubishi-Proudia-dignity.jpg,1393
6710,6710,Porsche,Boxster,Roadster,2,2,6.4 sec,https://www.auto-data.net//images/f112/Porsche-Boxster-986_1.jpg,1394
37878,37878,Toyota,Matrix,Hatchback,5,5,https://www.auto-data.net//images/f113/Toyota-Matrix-II_1.jpg,1396
28759,28759,Perodua,Kenari,Minivan,5,5,17.7 sec,https://www.auto-data.net//images/f118/Perodua-Kenari.jpg,1400
39554,39554,DeSoto,Deluxe,Coupe,3,2,https://www.auto-data.net//images/f55/DeSoto-3-Passenger-Coupe_1.jpg,1401
33957,33957,Opel,Karl,Hatchback,5,5,14 sec,https://www.auto-data.net//images/f14/Opel-Karl-Rocks.jpg,1408
51195,51195,Jeep,Gladiator,Pick-up,5,4,https://www.auto-data.net//images/f33/Jeep-Gladiator-JT-facelift-2023_5.jpg,1420
41738,41738,Chrysler,Saratoga,Sedan,5,4,14.7 sec,https://www.auto-data.net//images/f33/Chrysler-Saratoga.jpg,1422
13243,13243,Lada,2107,Sedan,5,4,https://www.auto-data.net//images/f1/big6221.jpg,1424
11771,11771,Holden,Astra,Hatchback,5,5,https://www.auto-data.net//images/f0/big5410.jpg,1427
39346,39346,Volkswagen,Atlas,SUV,5,5,https://www.auto-data.net//images/f36/Volkswagen-Atlas-Cross-Sport_1.jpg,1438
48769,48769,Mercedes-Benz,Sprinter,Van,3,5,https://www.auto-data.net//images/f34/Mercedes-Benz-Sprinter-Panel-Van-W907-W910_1.jpg,1439
45548,45548,Holden,Barina,Hatchback,5,5,https://www.auto-data.net//images/f79/Holden-Barina-MB-I_1.jpg,1440
20555,20555,Volkswagen,Amarok,Pick-up,2,2,10.3-10.7 sec,https://www.auto-data.net//images/f90/Volkswagen-Amarok-Single-Cab_1.jpg,1448
45560,45560,Lister,Storm,Coupe,4,2,https://www.auto-data.net//images/f107/Lister-Storm_1.jpg,1456
48434,48434,Buick,LaCrosse,Sedan,5,4,https://www.auto-data.net//images/f114/Buick-LaCrosse-II_1.jpg,1459
16472,16472,Suzuki,Baleno,Sedan,5,4,11.2 sec,https://www.auto-data.net//images/f114/Suzuki-Baleno-EG_1.jpg,1461
45787,45787,Land Rover,Range Rover Sport,SUV,5,5,5.4 sec,https://www.auto-data.net//images/f111/Land-Rover-Range-Rover-Sport-III_3.jpg,1468
8207,8207,Lincoln,Town Car,Sedan,5,4,https://www.auto-data.net//images/f38/Lincoln-Town-Car-III-FN145_1.jpg,1469
19797,19797,Volvo,XC70,"Station wagon , Crossover",5,5,9.2 sec,https://www.auto-data.net//images/f30/file7557984.jpg,1471
15570,15570,Mitsubishi,Space Star,Minivan,5,5,12 sec,https://www.auto-data.net//images/f108/Mitsubishi-Space-Star-DG0_1.jpg,1476
10489,10489,Renault,25,Hatchback,5,5,https://www.auto-data.net//images/f32/Renault-25-B29_1.jpg,1480
29731,29731,SsangYong,XLV,"SUV, Crossover",5,5,https://www.auto-data.net//images/f30/ssangyong-xlv.jpg,1481
32634,32634,Daihatsu,Sigra,MPV,7,5,https://www.auto-data.net//images/f23/daihatsu-sigra.jpg,1483
31096,31096,GMC,Acadia,"SUV, Crossover",8,5,8.4 sec,https://www.auto-data.net//images/f108/GMC-Acadia-I_1.jpg,1486
2637,2637,De Tomaso,Mangusta,Cabriolet,2,2,https://www.auto-data.net//images/f101/De-Tomaso-Mangusta-II_1.jpg,1490
51534,51534,DS,3,Crossover,5,5,8.4 sec,https://www.auto-data.net//images/f125/DS-3-facelift-2023_1.jpg,1493
23074,23074,Land Rover,Discovery Sport,SUV,5,5,10.3 sec,https://www.auto-data.net//images/f27/file1037263.jpg,1503
13354,13354,Mercury,Grand Marquis,Sedan,5,4,https://www.auto-data.net//images/f121/Mercury-Grand-Marquis-II_1.jpg,1508
13971,13971,Chery,Sweet (QQ),Hatchback,5,5,13 sec,https://www.auto-data.net//images/f78/Chery-Sweet-QQ_1.jpg,1510
7063,7063,Fiat,Regata,Station wagon,https://www.auto-data.net//images/f44/Fiat-Regata-Weekend.jpg,1512
14786,14786,Chrysler,Concorde,Sedan,5,4,9.5 sec,https://www.auto-data.net//images/f95/Chrysler-Concorde-II_1.jpg,1513
16383,16383,JAC,Rein,SUV,5,5,https://www.auto-data.net//images/f89/JAC-Rein.jpg,1518
34985,34985,FAW,Besturn B30,Sedan,5,4,https://www.auto-data.net//images/f16/FAW-B30.jpg,1524
153,153,Jaguar,E-type,Coupe,2,2,https://www.auto-data.net//images/f127/Jaguar-E-Type_1.jpg,1526
35913,35913,Aixam,SENSATION,Hatchback,2,3,https://www.auto-data.net//images/f111/Aixam-SANSATION-COMPACT_1.jpg,1531
11678,11678,Cadillac,Catera,Sedan,https://www.auto-data.net//images/f56/Cadillac-Catera_1.jpg,1536
10245,10245,GMC,Envoy,SUV,5,5,https://www.auto-data.net//images/f93/GMC-Envoy-II-XUV-GMT360_1.jpg,1541
49676,49676,Hyundai,Grandeur/Azera,Sedan,5,4,https://www.auto-data.net//images/f78/Hyundai-Grandeur-Azera-VII-GN7_1.jpg,1559
44588,44588,Citroen,C5 X,"Station wagon , Crossover",5,5,https://www.auto-data.net//images/f111/Citroen-C5-X_1.jpg,1563
48481,48481,Honda,Jazz,Hatchback,5,5,9.7 sec,https://www.auto-data.net//images/f75/Honda-Jazz-IV-facelift-2023_1.jpg,1568
10849,10849,Renault Samsung,SM5,Sedan,5,4,https://www.auto-data.net//images/f4/big4854.jpg,1570
34399,34399,Citroen,Berlingo,Minivan,5,5,12.3 sec,https://www.auto-data.net//images/f26/Citroen-Berlingo-III-M_1.jpg,1571
41498,41498,Mazda,BT-50,Pick-up,5,4,https://www.auto-data.net//images/f64/Mazda-BT-50-Dual-Cab-III_1.jpg,1575
16392,16392,Morris,Marina,Sedan,https://www.auto-data.net//images/f55/Morris-Marina-I.jpg,1579
15939,15939,Isuzu,Trooper,SUV,5,5,16.5 sec,https://www.auto-data.net//images/f9/big8079.jpg,1581
29264,29264,Infiniti,G,Sedan,5,4,5.9 sec,https://www.auto-data.net//images/f81/Infiniti-G35-Sport-Sedan_1.jpg,1590
33211,33211,Honda,FIT,Hatchback,5,5,https://www.auto-data.net//images/f0/honda-fit-iii-facelift-2017.jpg,1591
24333,24333,Rolls-Royce,Phantom,Sedan,5,4,6.1 sec,https://www.auto-data.net//images/f9/file7237500.jpg,1593
38070,38070,MG,HS,SUV,5,5,9.9 sec,https://www.auto-data.net//images/f1/MG-HS.jpg,1596
14650,14650,Innocenti,Mini,Hatchback,https://www.auto-data.net//images/f47/Innocenti-Mini.jpg,1606
51275,51275,Acura,ZDX,SUV,5,5,https://www.auto-data.net//images/f36/Acura-ZDX-II_1.jpg,1619
13282,13282,Lada,2104,Station wagon,5,5,18.5 sec,https://www.auto-data.net//images/f0/big6270.jpg,1621
42395,42395,Porsche,928,Coupe,4,2,7.7 sec,https://www.auto-data.net//images/f23/Porsche-928.jpg,1623
52118,52118,Chevrolet,Blazer EV,SUV,5,5,https://www.auto-data.net//images/f78/Chevrolet-Blazer-EV_1.jpg,1624
45613,45613,Nissan,Xterra,SUV,5,5,https://www.auto-data.net//images/f124/Nissan-Xterra-II-facelift-2008_1.jpg,1626
14926,14926,Citroen,C8,"Minivan, MPV",7,5,11.6 sec,https://www.auto-data.net//images/f7/big7537.jpg,1627
11893,11893,Saab,9000,Hatchback,5,5,10 sec,https://www.auto-data.net//images/f71/Saab-9000-Hatchback_1.jpg,1631
28549,28549,Toyota,Chaser,Sedan,5,4,https://www.auto-data.net//images/f21/toyota-chaser-.jpg,1632
48414,48414,Buick,Enclave,"SUV, Crossover",7-8,5,https://www.auto-data.net//images/f70/Buick-Enclave-I_1.jpg,1634
5072,5072,Lancia,Delta,Hatchback,5,5,5.7 sec,https://www.auto-data.net//images/f75/Lancia-Delta-I-831-facelift-1991_1.jpg,1635
45293,45293,Chevrolet,Equinox,SUV,5,5,https://www.auto-data.net//images/f54/Chevrolet-Equinox-II_1.jpg,1639
39101,39101,Toyota,Aqua,Hatchback,5,5,https://www.auto-data.net//images/f34/Toyota-Aqua-Crossover-facelift-2017_1.jpg,1653
52361,52361,Trumpchi,GN6/M6,MPV,7,5,https://www.auto-data.net//images/f85/Trumpchi-GN6_1.jpg,1655
37743,37743,Audi,RS Q3,SUV,5,5,4.5 sec,https://www.auto-data.net//images/f75/Audi-RS-Q3-F3.jpg,1664
7031,7031,Fiat,130,Sedan,https://www.auto-data.net//images/f65/Fiat-130.jpg,1667
31132,31132,Toyota,Town Ace,Minivan,6,4,https://www.auto-data.net//images/f73/Toyota-Town-Ace-Noah_1.jpg,1669
29987,29987,Renault,Kaptur,Crossover,5,5,11.2 sec,https://www.auto-data.net//images/f53/Renault-Kaptur.jpg,1675
51292,51292,MG,MG3,Hatchback,5,5,8 sec,https://www.auto-data.net//images/f101/MG-MG3-III_1.jpg,1681
33379,33379,Hyundai,Veloster,"Coupe, Hatchback",4,4,https://www.auto-data.net//images/f5/hyundai-veloster-ii.jpg,1690
36022,36022,Kia,Stinger,Liftback,5,5,6.3 sec,https://www.auto-data.net//images/f50/Kia-Stinger_1.jpg,1697
31123,31123,Alfa Romeo,166,Sedan,5,4,8.5 sec,https://www.auto-data.net//images/f88/Alfa-Romeo-166-936_1.jpg,1702
16127,16127,Subaru,Justy,Hatchback,5,5,11 sec,https://www.auto-data.net//images/f107/Subaru-Justy-III-NH-G3X_1.jpg,1706
6766,6766,Bentley,Azure,Cabriolet,4,2,6.7 sec,https://www.auto-data.net//images/f69/Bentley-Azure_1.jpg,1714
47847,47847,Holden,Colorado,Pick-up,5,4,https://www.auto-data.net//images/f98/Holden-Colorado-II-Crew-Cab_1.jpg,1715
13551,13551,Seat,Toledo,Sedan,5,4,13.3 sec,https://www.auto-data.net//images/f34/Seat-Toledo-I-1L.jpg,1717
23941,23941,Suzuki,Alto,Hatchback,5,3-5,https://www.auto-data.net//images/f111/Suzuki-Alto-V_1.jpg,1719
51047,51047,Exeed,VX,SUV,7,5,https://www.auto-data.net//images/f80/Exeed-VX-facelift-2023_1.jpg,1720
45352,45352,Maxus,D60,SUV,5,5,https://www.auto-data.net//images/f95/Maxus-D60_1.jpg,1727
38033,38033,Ford,F-250 Super Duty,Pick-up,3,2,https://www.auto-data.net//images/f85/Ford-F-250-Super-Duty-IV-facelift-2020-Regular-Cab-Long-box_1.jpg,1729
34616,34616,Toyota,Avanza,MPV,7,5,https://www.auto-data.net//images/f20/Toyota-Avanza-II.jpg,1731
16380,16380,Daewoo,Winstorm,SUV,7,5,8.8 sec,https://www.auto-data.net//images/f106/Daewoo-Winstorm_1.jpg,1732
32896,32896,Dodge,Challenger,Coupe,2-5,2,https://www.auto-data.net//images/f23/dodge-challenger-srt-demon.jpg,1734
24567,24567,Volvo,960,Sedan,5,4,https://www.auto-data.net//images/f32/Volvo-960-964.jpg,1739
21680,21680,Suzuki,Celerio,Hatchback,5,5,13.5 sec,https://www.auto-data.net//images/f8/file2112846.jpg,1740
41037,41037,Honda,Pilot,"SUV, Crossover",8,5,https://www.auto-data.net//images/f39/Honda-Pilot-I-facelift-2006_1.jpg,1742
14714,14714,Chrysler,LE Baron,Cabriolet,4,2,11.1 sec,https://www.auto-data.net//images/f114/Chrysler-LE-Baron-Coupe.jpg,1743
33542,33542,Scion,iQ,Hatchback,4,3,11.6 sec,https://www.auto-data.net//images/f6/Scion-iQ.jpg,1744
15722,15722,Mitsubishi,eK,Minivan,4,5,https://www.auto-data.net//images/f122/Mitsubishi-EK-Wagon_1.jpg,1754
30005,30005,Hyundai,Sonata,Sedan,5,4,https://www.auto-data.net//images/f76/Hyundai-Sonata-IV-EF_1.jpg,1757
14048,14048,MG,ZT,Sedan,5,4,11.7 sec,https://www.auto-data.net//images/f114/MG-ZT_1.jpg,1762
3228,3228,Toyota,Sprinter,Sedan,5,4,https://www.auto-data.net//images/f28/toyota-sprinter-marino.jpg,1763
38252,38252,Mercedes-Benz,GLS,SUV,4,5,4.9 sec,https://www.auto-data.net//images/f26/Mercedes-Benz-GLS-X167.jpg,1766
17093,17093,Kia,Venga,Hatchback,5,5,14.5 sec,https://www.auto-data.net//images/f10/file1583813.jpg,1767
24103,24103,Subaru,Baja,Pick-up,5,4,https://www.auto-data.net//images/f61/Subaru-Baja_1.jpg,1769
16041,16041,Iveco,Massif 4x4,Off-road vehicle,5,5,https://www.auto-data.net//images/f103/Iveco-Massif-4x4_1.jpg,1777
3635,3635,Toyota,Probox,Station wagon,5,5,https://www.auto-data.net//images/f44/Toyota-Probox.jpg,1778
35603,35603,RAM,1500,Pick-up,5-6,4,https://www.auto-data.net//images/f46/RAM-1500-Quad-Cab-I-facelift-2013_1.jpg,1779
35848,35848,Jeep,Renegade,"SUV, Crossover",5,5,11.2 sec,https://www.auto-data.net//images/f16/Jeep-Renegade-facelift-2019.jpg,1781
10670,10670,Renault,5,Hatchback,5,3,https://www.auto-data.net//images/f94/Renault-5.jpg,1786
30869,30869,Infiniti,Q60,Cabriolet,4,2,https://www.auto-data.net//images/f84/Infiniti-Q60-I-Convertible_1.jpg,1787
16267,16267,TagAz,Vortex Estina,Sedan,4,11 sec,https://www.auto-data.net//images/f5/big8255.jpg,1804
22548,22548,Renault,Talisman,Sedan,5,4,7.6 sec,https://www.auto-data.net//images/f9/file5398285.jpg,1806
10872,10872,Great Wall,Deer,Pick-up,5,4,https://www.auto-data.net//images/f3/big4883.jpg,1808
52357,52357,Audi,S6 e-tron,Station wagon,5,5,3.9 sec,https://www.auto-data.net//images/f41/Audi-S6-Avant-e-tron_1.jpg,1809
9534,9534,Volvo,440 K,Hatchback,5,5,11 sec,https://www.auto-data.net//images/f43/Volvo-440-K-445.jpg,1810
33411,33411,Qoros,3,SUV,5,5,9.8 sec,https://www.auto-data.net//images/f1/qoros-3-city-suv.jpg,1811
10949,10949,Xin Kai,SR-V X3,SUV,5,5,https://www.auto-data.net//images/f3/big5003.jpg,1812
11334,11334,Mazda,Capella,Sedan,5,4,https://www.auto-data.net//images/f6/big5196.jpg,1814
27357,27357,Chevrolet,Tracker,SUV,5,5,https://www.auto-data.net//images/f119/Chevrolet-Tracker-II_1.jpg,1815
38550,38550,Opel,Grandland,SUV,5,5,10.4 sec,https://www.auto-data.net//images/f12/opel-grandland-x.jpg,1831
15701,15701,Mitsubishi,Lancer,Sedan,5,4,12.7 sec,https://www.auto-data.net//images/f119/Mitsubishi-Lancer-III_1.jpg,1833
3547,3547,Toyota,Cressida,Station wagon,5,5,https://www.auto-data.net//images/f98/Toyota-Cressida-Wagon-RX3.jpg,1845
44538,44538,Honda,UR-V,SUV,5,5,8 sec,https://www.auto-data.net//images/f122/Honda-UR-V-facelift-2020_1.jpg,1853
44346,44346,Volkswagen,Multivan,Minivan,5-7,5,13.2 sec,https://www.auto-data.net//images/f102/Volkswagen-Multivan-T6.1-facelift-2019_1.jpg,1854
24531,24531,Mitsubishi,GTO,Coupe,2,2,https://www.auto-data.net//images/f123/Mitsubishi-GTO-Z16_1.jpg,1855
50637,50637,Baojun,360,MPV,6,5,https://www.auto-data.net//images/f119/Baojun-360_1.jpg,1856
41797,41797,Volkswagen,Arteon,Station wagon,5,5,5.5 sec,https://www.auto-data.net//images/f121/Volkswagen-Arteon-Shooting-Brake_1.jpg,1857
43041,43041,Maybach,62 S,Sedan,4,4,5.1 sec,https://www.auto-data.net//images/f54/Maybach-62-S-V240-facelift-2010_1.jpg,1859
45646,45646,Suzuki,Grand Vitara,SUV,5,5,https://www.auto-data.net//images/f99/Suzuki-Grand-Vitara-III_1.jpg,1860
34595,34595,Skoda,Kamiq,SUV,5,5,13.8 sec,https://www.auto-data.net//images/f95/Skoda-Kamiq_3.jpg,1861
11631,11631,Rover,400,Hatchback,5,5,11 sec,https://www.auto-data.net//images/f35/Rover-400-Hatchback-RT.jpg,1867
30848,30848,Ford,Shelby,Cabriolet,4,2,https://www.auto-data.net//images/f28/ford-shelby-i-cabrio.jpg,1869
17020,17020,Nissan,GT-R,Coupe,4,2,3.1 sec,https://www.auto-data.net//images/f4/file6260392.jpg,1875
10959,10959,Buick,Park Avenue,Sedan,5,4,7.8 sec,https://www.auto-data.net//images/f71/Buick-Park-Avenue-Shanghai.jpg,1877
3820,3820,Toyota,Raum,Minivan,5,5,https://www.auto-data.net//images/f95/Toyota-Raum_1.jpg,1879
3913,3913,Toyota,Will,Hatchback,5,5,https://www.auto-data.net//images/f7/big1817.jpg,1880
49031,49031,Lotus,Emira,Coupe,2,2,4.4 sec,https://www.auto-data.net//images/f123/Lotus-Emira_1.jpg,1883
32532,32532,Pontiac,Fiero,Coupe,2,2,12 sec,https://www.auto-data.net//images/f27/pontiac-fiero.jpg,1888
24032,24032,Alpina,D3,Station wagon,5,5,4.5 sec,https://www.auto-data.net//images/f14/file2203569.jpg,1889
30992,30992,Lincoln,MKX,Crossover,5,5,https://www.auto-data.net//images/f17/lincoln-mkx-ii.jpg,1891
15561,15561,Mitsubishi,Carisma,Hatchback,5,5,13.2 sec,https://www.auto-data.net//images/f105/Mitsubishi-Carisma-Hatchback_3.jpg,1898
10806,10806,Renault,9,Sedan,5,4,https://www.auto-data.net//images/f79/Renault-9-L42.jpg,1900
25647,25647,Vauxhall,Viva,Sedan,4,2-4,https://www.auto-data.net//images/f105/Vauxhall-Viva-HB.jpg,1902
1709,1709,Alpina,B3,Coupe,5,2,5.7 sec,https://www.auto-data.net//images/f67/Alpina-B3-E46_1.jpg,1905
10648,10648,Renault,16,Hatchback,5,5,https://www.auto-data.net//images/f88/Renault-16-115_1.jpg,1912
11862,11862,Saab,9-5,Station wagon,5,5,7.3 sec,https://www.auto-data.net//images/f95/Saab-9-5-Wagon-facelift-2001_1.jpg,1915
32950,32950,ChangAn,CS15,SUV,5,5,https://www.auto-data.net//images/f3/changan-cs15.jpg,1916
51594,51594,XPENG,G6,"Coupe, SUV",5,5,6.6 sec,https://www.auto-data.net//images/f127/XPENG-G6_1.jpg,1924
43927,43927,Mercedes-Benz,190,Sedan,5,4,10.5 sec,https://www.auto-data.net//images/f53/Mercedes-Benz-190-W201_1.jpg,1926
2955,2955,Dodge,Daytona,Hatchback,4,3,https://www.auto-data.net//images/f85/Dodge-Daytona_1.jpg,1929
32798,32798,Isuzu,MU-X,SUV,7,5,https://www.auto-data.net//images/f36/Isuzu-MU-X-RF20-facelift-2017.jpg,1930
559,559,Nissan,Lucino,Coupe,5,2,https://www.auto-data.net//images/f98/Nissan-Lucino.jpg,1934
12351,12351,Honda,Mobilio,Minivan,7,5,https://www.auto-data.net//images/f35/Honda-Mobilio-GA-IV_1.jpg,1940
4803,4803,Audi,90,Sedan,5,4,8.9 sec,https://www.auto-data.net//images/f113/Audi-90-B3-Typ-89-89Q-8A_1.jpg,1942
23958,23958,Daewoo,Lacetti,Hatchback,5,5,10.7 sec,https://www.auto-data.net//images/f114/Daewoo-Lacetti_1.jpg,1947
11428,11428,Mazda,Cronos,Sedan,5,4,https://www.auto-data.net//images/f7/big5237.jpg,1950
37713,37713,Nissan,Livina,MPV,7,5,https://www.auto-data.net//images/f107/Nissan-Livina-II.jpg,1954
11708,11708,Cadillac,Eldorado,Coupe,5,2,8.2 sec,https://www.auto-data.net//images/f120/Cadillac-Eldorado_1.jpg,1955
7311,7311,Ford,Escape,SUV,5,5,https://www.auto-data.net//images/f34/Ford-Escape_1.jpg,1959
3020,3020,Dodge,Shadow,Cabriolet,5,2,https://www.auto-data.net//images/f60/Dodge-Shadow-Convertible_1.jpg,1962
33767,33767,Alpina,XD4,SUV,5,5,4.6 sec,https://www.auto-data.net//images/f108/Alpina-XD4_1.jpg,1964
48555,48555,Cadillac,XT6,SUV,6-7,5,https://www.auto-data.net//images/f127/Cadillac-XT6_1.jpg,1973
16643,16643,DAF,66,Sedan,https://www.auto-data.net//images/f114/DAF-66.jpg,1980
8128,8128,Ford,Econoline,Minivan,8,4,https://www.auto-data.net//images/f3/big3583.jpg,1981
23551,23551,McLaren,675LT,Coupe,2,2,2.9 sec,https://www.auto-data.net//images/f18/file3487546.jpg,1982
14938,14938,Citroen,GS,Hatchback,5,4,https://www.auto-data.net//images/f83/Citroen-GS_1.jpg,1984
24552,24552,Jaguar,X-type,Sedan,5,4,10.8 sec,https://www.auto-data.net//images/f50/Jaguar-X-type-X400_1.jpg,1991
27355,27355,Chevrolet,Prizm,Sedan,5,4,https://www.auto-data.net//images/f88/Chevrolet-Prizm_1.jpg,1998
50837,50837,Lexus,IS,Sedan,5,4,10.2 sec,https://www.auto-data.net//images/f111/Lexus-IS-II-XE20-facelift-2010_1.jpg,2001
46319,46319,XPENG,P7,"Sedan, Fastback",5,4,https://www.auto-data.net//images/f78/XPENG-P7_1.jpg,2003
19034,19034,Kia,Carens,MPV,7,5,9.7 sec,https://www.auto-data.net//images/f115/Kia-Carens-III_1.jpg,2004
15536,15536,Mitsubishi,Space Runner,Minivan,5,4,11 sec,https://www.auto-data.net//images/f130/Mitsubishi-Space-Runner-N50_1.jpg,2011
13814,13814,Hyundai,Lavita,Minivan,5,4,17.9 sec,https://www.auto-data.net//images/f2/big6642.jpg,2013
26260,26260,Audi,S2,Station wagon,5,5,6.1 sec,https://www.auto-data.net//images/f66/Audi-S2-Avant_1.jpg,2015
43541,43541,Dacia,Sandero,Crossover,5,5,https://www.auto-data.net//images/f52/Dacia-Sandero-III-Stepway_1.jpg,2017
407,407,Nissan,Prairie,Minivan,5,4,https://www.auto-data.net//images/f89/Nissan-Prairie-M11.jpg,2018
52629,52629,Nissan,Armada,SUV,8,5,https://www.auto-data.net//images/f55/Nissan-Armada-III-Y63_1.jpg,2020
33115,33115,BMW,M6,Coupe,4,2,4.2 sec,https://www.auto-data.net//images/f29/file8195481.jpg,2023
46668,46668,Renault,Austral,SUV,5,5,9 sec,https://www.auto-data.net//images/f96/Renault-Austral_3.jpg,2025
29005,29005,Volvo,S70,Sedan,5,4,7.8 sec,https://www.auto-data.net//images/f37/Volvo-S70_1.jpg,2029
39181,39181,Nissan,NV200,Minivan,7,5,https://www.auto-data.net//images/f0/file7467556.jpg,2048
11735,11735,Cadillac,Seville,Sedan,5,4,6.8 sec,https://www.auto-data.net//images/f54/Cadillac-Seville-V_1.jpg,2055
47604,47604,Holden,Cruze,Sedan,5,4,https://www.auto-data.net//images/f75/Holden-Cruze-JG_1.jpg,2056
12749,12749,Mercedes-Benz,CLC,Coupe,4,3,11.3 sec,https://www.auto-data.net//images/f61/Mercedes-Benz-CLC-CL203_1.jpg,2059
16219,16219,Subaru,Forester,"SUV, Crossover",5,5,https://www.auto-data.net//images/f120/Subaru-Forester-II_1.jpg,2061
27977,27977,Mahindra,XUV500,SUV,7,5,10 sec,https://www.auto-data.net//images/f87/Mahindra-XUV500-facelift-2015_1.jpg,2063
3513,3513,Toyota,Corsa,Sedan,5,4,https://www.auto-data.net//images/f83/Toyota-Corsa.jpg,2065
15576,15576,Mitsubishi,Celeste,"Coupe, Hatchback",https://www.auto-data.net//images/f92/Mitsubishi-Celeste-A7.jpg,2074
15034,15034,Citroen,ID,Sedan,5,4,https://www.auto-data.net//images/f127/Citroen-ID-I.jpg,2077
24018,24018,Smart,Forfour,Hatchback,4,5,11.2 sec,https://www.auto-data.net//images/f1/file4026985.jpg,2079
28266,28266,Skoda,Yeti,SUV,5,5,12 sec,https://www.auto-data.net//images/f79/Skoda-Yeti_1.jpg,2095
38397,38397,Alfa Romeo,Giulia,Sedan,5,4,9.7 sec,https://www.auto-data.net//images/f43/Alfa-Romeo-Giulia-952_1.jpg,2096
480,480,Nissan,Sunny,Station wagon,5,5,https://www.auto-data.net//images/f70/Nissan-Sunny-III-Wagon-Y10.jpg,2098
37097,37097,Luxgen,U6,SUV,5,5,https://www.auto-data.net//images/f30/Luxgen-U6-I-facelift-2017.jpg,2100
35293,35293,Honda,Vezel,SUV,5,5,https://www.auto-data.net//images/f16/Honda-Vezel.jpg,2102
14800,14800,Chrysler,Sebring,Cabriolet,4,2,11.8 sec,https://www.auto-data.net//images/f118/Chrysler-Sebring-Convertible-JS_1.jpg,2105
10854,10854,Wiesmann,Roadster,Roadster,2,2,4.9 sec,https://www.auto-data.net//images/f0/big4860.jpg,2107
42172,42172,Alfa Romeo,145,Hatchback,5,3,11.2 sec,https://www.auto-data.net//images/f99/Alfa-Romeo-145-930-facelift-1999_1.jpg,2112
7639,7639,Ford,Excursion,SUV,8-9,5,https://www.auto-data.net//images/f82/Ford-Excursion_1.jpg,2114
42120,42120,Hyundai,Tucson,SUV,5,5,9.6 sec,https://www.auto-data.net//images/f32/Hyundai-Tucson-IV_1.jpg,2116
32052,32052,Seat,Arona,SUV,5,5,11.9 sec,https://www.auto-data.net//images/f26/seat-arona.jpg,2119
44203,44203,Vauxhall,Grandland,SUV,5,5,https://www.auto-data.net//images/f95/Vauxhall-Grandland-facelift-2021_1.jpg,2121
9554,9554,Volvo,S40,Sedan,5,4,8.2 sec,https://www.auto-data.net//images/f91/Volvo-S40-II_1.jpg,2122
44377,44377,Alfa Romeo,MiTo,Hatchback,5,3,8.2 sec,https://www.auto-data.net//images/f102/Alfa-Romeo-MiTo_1.jpg,2125
6701,6701,Porsche,959,Coupe,4,2,3.9 sec,https://www.auto-data.net//images/f58/Porsche-959_1.jpg,2135
33140,33140,Jeep,Grand Commander,SUV,7,5,https://www.auto-data.net//images/f21/jeep-grand-commander.jpg,2138
28663,28663,Lancia,Dedra,Sedan,5,4,10.8 sec,https://www.auto-data.net//images/f71/Lancia-Dedra-835_1.jpg,2144
3115,3115,Toyota,4runner,SUV,5,5,https://www.auto-data.net//images/f10/toyota-4runner-iii.jpg,2148
13284,13284,Lada,2110,Sedan,https://www.auto-data.net//images/f6/big6276.jpg,2151
11064,11064,Mazda,B-series,Pick-up,4,4,https://www.auto-data.net//images/f0/big5090.jpg,2155
6793,6793,Fiat,124,Coupe,4,2,https://www.auto-data.net//images/f100/Fiat-124-Coupe.jpg,2157
45673,45673,BYD,Tang,"SUV, Crossover",6-7,5,8.5 sec,https://www.auto-data.net//images/f90/BYD-Tang-II-facelift-2021_1.jpg,2158
24217,24217,Aston Martin,Rapide,Fastback,4,2,4.9 sec,https://www.auto-data.net//images/f6/file2958290.jpg,2167
11042,11042,BYD,F3,Sedan,5,4,12.3 sec,https://www.auto-data.net//images/f105/BYD-F3_1.jpg,2168
16119,16119,Subaru,R2,Hatchback,5,5,https://www.auto-data.net//images/f33/Subaru-R2.jpg,2170
3975,3975,Toyota,Nadia,Minivan,5,5,https://www.auto-data.net//images/f4/big1874.jpg,2172
5524,5524,Peugeot,807,Minivan,8,5,12.2 sec,https://www.auto-data.net//images/f46/Peugeot-807_1.jpg,2175
11243,11243,Mazda,RX-8,Coupe,4,4,7.2 sec,https://www.auto-data.net//images/f52/Mazda-RX-8_1.jpg,2176
6685,6685,Porsche,944,Coupe,4,2,5.9 sec,https://www.auto-data.net//images/f14/Porsche-944.jpg,2180
18956,18956,Mercedes-Benz,Viano,Minivan,6,5,12.1 sec,https://www.auto-data.net//images/f26/file2529780.jpg,2188
23800,23800,Pagani,Huayra,Coupe,2,2,https://www.auto-data.net//images/f76/Pagani-Huayra_1.jpg,2192
23137,23137,Volvo,S60,Sedan,5,4,10.2 sec,https://www.auto-data.net//images/f21/file9526870.jpg,2198
48648,48648,Sportequipe,5,SUV,5,5,https://www.auto-data.net//images/f119/Sportequipe-5_1.jpg,2199
15879,15879,Dacia,1300,Station wagon,https://www.auto-data.net//images/f2/big8042.jpg,2201
32177,32177,Toyota,Sienna,Minivan,7-8,5,https://www.auto-data.net//images/f127/Toyota-Sienna-III-facelift-2018.jpg,2205
